expiry_gap_hours,food_category,quantity_kg,storage_temp_c,donor_type,preparation_method,distance_to_ngo_km,donation_frequency,time_of_day,ambient_humidity,packaging_integrity,seasonal_indicator,urgency_class,food_category_enc,donor_type_enc,prep_method_enc,seasonal_enc,urgency_enc
44.86,Fresh Produce,7.5,7.5,event,processed,4.8,2,14.5,41.9,0.42,monsoon,Low,5,1,3,0,2
67.89,Fresh Produce,26.4,7.1,restaurant,raw,13.2,1,14.1,76.9,0.36,winter,Low,5,3,4,3,2
23.45,Fresh Produce,36.6,4.9,supermarket,packaged,21.3,17,2.5,73.3,0.76,monsoon,High,5,4,2,0,1
1.53,Fresh Produce,35.1,5.1,household,processed,22.7,4,14.6,32.5,0.62,winter,Critical,5,2,3,3,0
18.02,Fresh Produce,17.9,4.0,corporate,packaged,16.0,19,10.5,41.3,0.64,monsoon,High,5,0,2,0,1
27.58,Fresh Produce,7.9,3.4,supermarket,cooked,3.3,11,21.7,71.0,0.49,spring,Moderate,5,4,0,1,3
64.01,Fresh Produce,13.7,3.6,restaurant,cooked,6.7,11,0.5,74.7,0.31,summer,Low,5,3,0,2,2
30.6,Fresh Produce,44.9,6.0,household,raw,20.4,4,21.7,30.2,0.33,summer,Moderate,5,2,4,2,3
36.35,Fresh Produce,13.5,2.8,restaurant,packaged,27.7,9,17.9,42.6,0.51,winter,Low,5,3,2,3,2
16.47,Fresh Produce,13.8,2.6,event,processed,25.5,5,14.5,81.4,0.98,winter,High,5,1,3,3,1
13.37,Fresh Produce,28.7,5.3,supermarket,raw,23.5,6,19.5,36.3,0.73,summer,High,5,4,4,2,1
21.19,Fresh Produce,49.1,6.0,restaurant,processed,1.2,6,22.2,43.8,0.67,spring,High,5,3,3,1,1
65.87,Fresh Produce,4.7,6.2,restaurant,frozen,18.3,17,8.5,89.6,0.94,monsoon,Low,5,3,1,0,2
13.39,Fresh Produce,41.4,6.4,household,packaged,20.7,7,3.2,46.6,0.64,winter,High,5,2,2,3,1
64.81,Fresh Produce,21.6,2.9,supermarket,frozen,19.6,4,13.2,49.9,0.87,winter,Low,5,4,1,3,2
10.99,Fresh Produce,49.1,2.0,event,packaged,11.1,11,21.4,34.9,0.67,monsoon,High,5,1,2,0,1
32.61,Fresh Produce,38.8,4.5,corporate,cooked,22.7,14,2.3,84.5,0.99,summer,Moderate,5,0,0,2,3
1.39,Fresh Produce,4.5,6.2,corporate,processed,20.0,14,5.3,30.6,0.33,spring,Critical,5,0,3,1,0
28.33,Fresh Produce,18.8,3.6,household,cooked,24.9,14,5.5,36.9,0.31,spring,Moderate,5,2,0,1,3
47.29,Fresh Produce,29.4,2.6,event,processed,2.2,3,5.2,53.2,0.66,summer,Low,5,1,3,2,2
2.2,Fresh Produce,9.9,2.5,supermarket,cooked,7.0,18,23.4,88.1,0.66,monsoon,High,5,4,0,0,1
30.67,Fresh Produce,40.2,5.4,household,frozen,10.3,1,6.4,82.6,0.36,summer,Moderate,5,2,1,2,3
63.17,Fresh Produce,40.6,2.4,household,frozen,1.5,18,10.9,69.6,0.87,winter,Low,5,2,1,3,2
29.43,Fresh Produce,30.3,4.5,corporate,processed,18.2,1,16.9,69.5,0.72,summer,Moderate,5,0,3,2,3
47.77,Fresh Produce,49.6,4.1,restaurant,frozen,3.4,19,2.2,47.3,0.73,winter,Low,5,3,1,3,2
8.12,Fresh Produce,35.4,4.4,event,cooked,28.2,6,13.0,51.3,0.95,winter,High,5,1,0,3,1
13.7,Fresh Produce,38.5,2.2,restaurant,raw,20.6,2,15.9,77.8,0.46,monsoon,High,5,3,4,0,1
69.12,Fresh Produce,13.9,2.0,household,raw,6.4,10,13.7,60.9,0.62,summer,Low,5,2,4,2,2
51.85,Fresh Produce,24.9,3.3,household,packaged,0.6,14,4.0,56.9,0.87,summer,Low,5,2,2,2,2
54.04,Fresh Produce,27.2,7.3,restaurant,packaged,24.6,12,14.2,75.6,0.95,monsoon,Low,5,3,2,0,2
34.43,Fresh Produce,31.1,4.1,restaurant,cooked,25.1,3,0.4,81.9,0.3,summer,Moderate,5,3,0,2,3
23.23,Fresh Produce,9.9,4.4,corporate,raw,3.1,6,9.1,52.5,0.34,spring,High,5,0,4,1,1
39.24,Fresh Produce,20.6,7.8,corporate,packaged,29.0,15,7.2,82.6,0.41,monsoon,Low,5,0,2,0,2
36.51,Fresh Produce,17.7,6.4,supermarket,cooked,13.0,2,19.3,79.5,0.81,spring,Low,5,4,0,1,2
56.7,Fresh Produce,13.6,3.5,corporate,processed,17.5,12,1.7,60.3,0.77,spring,Low,5,0,3,1,2
44.15,Fresh Produce,17.3,7.5,event,processed,9.5,5,14.2,45.9,0.58,monsoon,Low,5,1,3,0,2
23.14,Fresh Produce,20.8,2.2,event,raw,9.1,17,5.6,71.4,0.8,winter,High,5,1,4,3,1
68.13,Fresh Produce,20.7,7.6,restaurant,packaged,17.0,16,16.9,62.2,0.82,monsoon,Low,5,3,2,0,2
54.8,Fresh Produce,17.2,6.7,restaurant,packaged,7.9,6,10.5,73.2,0.92,summer,Low,5,3,2,2,2
59.83,Fresh Produce,49.5,4.9,supermarket,frozen,17.0,4,9.5,44.9,0.88,monsoon,Low,5,4,1,0,2
32.92,Fresh Produce,43.2,7.6,restaurant,processed,10.9,9,2.8,45.2,0.56,monsoon,Moderate,5,3,3,0,3
71.24,Fresh Produce,6.3,5.3,corporate,packaged,19.5,8,19.1,67.5,0.67,monsoon,Low,5,0,2,0,2
63.23,Fresh Produce,11.4,7.8,household,packaged,2.2,17,8.3,68.4,0.7,spring,Low,5,2,2,1,2
40.77,Fresh Produce,29.2,2.5,event,processed,13.0,2,5.2,37.8,0.35,winter,Low,5,1,3,3,2
25.0,Fresh Produce,41.4,5.1,household,packaged,20.6,8,11.6,78.4,0.61,monsoon,Moderate,5,2,2,0,3
30.73,Fresh Produce,17.5,3.9,restaurant,raw,5.2,15,19.0,73.6,0.73,winter,Moderate,5,3,4,3,3
69.55,Fresh Produce,32.9,4.1,restaurant,cooked,16.5,2,12.9,58.8,0.88,monsoon,Low,5,3,0,0,2
22.45,Fresh Produce,8.5,7.3,corporate,raw,24.4,18,22.4,40.1,0.92,winter,High,5,0,4,3,1
1.39,Fresh Produce,13.9,7.3,restaurant,frozen,13.0,1,23.7,76.9,0.64,winter,Critical,5,3,1,3,0
18.18,Fresh Produce,14.4,2.6,supermarket,processed,11.3,9,8.9,49.9,0.94,winter,High,5,4,3,3,1
50.53,Fresh Produce,7.3,6.9,supermarket,raw,7.1,8,13.6,58.2,0.96,spring,Low,5,4,4,1,2
48.18,Fresh Produce,7.9,6.8,restaurant,cooked,28.1,11,10.7,36.4,0.32,spring,Low,5,3,0,1,2
63.15,Fresh Produce,6.6,6.4,restaurant,processed,23.9,2,20.0,49.3,0.45,winter,Low,5,3,3,3,2
52.07,Fresh Produce,22.9,4.0,supermarket,frozen,6.2,6,16.9,84.3,0.68,monsoon,Low,5,4,1,0,2
26.23,Fresh Produce,19.2,2.6,corporate,processed,16.8,13,12.1,47.0,0.53,spring,Moderate,5,0,3,1,3
71.36,Fresh Produce,8.7,7.1,supermarket,raw,22.5,11,1.4,47.4,0.65,winter,Low,5,4,4,3,2
61.42,Fresh Produce,8.0,4.3,supermarket,cooked,13.0,10,4.1,31.2,0.63,summer,Low,5,4,0,2,2
28.6,Fresh Produce,2.2,4.3,corporate,frozen,4.3,4,23.2,73.9,0.94,monsoon,Moderate,5,0,1,0,3
49.77,Fresh Produce,39.2,5.0,household,frozen,19.7,4,7.8,86.1,0.62,winter,Low,5,2,1,3,2
24.22,Fresh Produce,7.9,2.5,event,frozen,12.1,5,3.2,67.5,0.79,winter,Moderate,5,1,1,3,3
57.8,Fresh Produce,32.5,6.0,supermarket,raw,1.4,18,4.3,60.4,0.97,monsoon,Low,5,4,4,0,2
58.15,Fresh Produce,1.3,5.0,event,frozen,25.3,12,23.4,70.6,0.5,winter,Low,5,1,1,3,2
32.7,Fresh Produce,30.7,6.4,corporate,frozen,29.5,15,1.3,74.6,0.67,winter,Moderate,5,0,1,3,3
58.89,Fresh Produce,17.7,2.0,corporate,raw,14.8,12,23.3,66.8,0.8,summer,Low,5,0,4,2,2
53.06,Fresh Produce,37.6,5.3,restaurant,packaged,20.0,5,5.6,66.4,0.4,monsoon,Low,5,3,2,0,2
27.12,Fresh Produce,19.9,6.5,event,cooked,10.4,10,19.7,31.0,0.67,summer,Moderate,5,1,0,2,3
46.71,Fresh Produce,27.4,2.7,restaurant,frozen,28.8,6,6.5,36.7,0.3,summer,Low,5,3,1,2,2
45.43,Fresh Produce,5.2,3.0,corporate,frozen,20.2,2,13.6,75.8,0.65,winter,Low,5,0,1,3,2
14.85,Fresh Produce,28.0,3.7,supermarket,frozen,17.3,3,9.2,45.5,0.48,monsoon,High,5,4,1,0,1
22.57,Fresh Produce,41.4,4.5,corporate,frozen,14.1,11,2.0,81.3,0.45,summer,High,5,0,1,2,1
2.74,Fresh Produce,20.9,5.0,event,processed,27.4,1,11.3,64.4,0.63,summer,High,5,1,3,2,1
22.58,Fresh Produce,6.7,3.4,restaurant,processed,21.0,15,4.1,37.2,0.53,winter,High,5,3,3,3,1
71.52,Fresh Produce,6.3,3.2,household,packaged,4.0,15,13.6,44.8,0.48,summer,Low,5,2,2,2,2
33.22,Fresh Produce,10.2,7.0,restaurant,packaged,12.1,19,20.7,79.1,0.52,winter,Moderate,5,3,2,3,3
8.32,Fresh Produce,26.5,3.8,restaurant,processed,22.5,16,12.1,82.2,0.72,monsoon,High,5,3,3,0,1
26.41,Fresh Produce,24.3,3.3,restaurant,cooked,21.3,1,10.4,31.7,0.95,summer,Moderate,5,3,0,2,3
23.28,Fresh Produce,45.8,5.9,household,cooked,10.0,5,23.2,41.1,0.59,winter,High,5,2,0,3,1
5.22,Fresh Produce,35.0,4.4,restaurant,raw,23.9,19,5.5,37.8,0.74,summer,High,5,3,4,2,1
18.03,Fresh Produce,44.6,6.7,event,processed,9.5,4,4.1,59.3,0.93,winter,High,5,1,3,3,1
20.16,Fresh Produce,48.2,6.6,household,processed,9.2,8,14.1,30.1,0.72,spring,High,5,2,3,1,1
30.93,Fresh Produce,21.5,5.7,corporate,cooked,1.4,7,17.5,70.1,0.58,monsoon,Moderate,5,0,0,0,3
0.96,Fresh Produce,44.4,4.3,corporate,processed,3.5,7,4.2,40.2,0.82,summer,Critical,5,0,3,2,0
18.56,Fresh Produce,16.5,5.9,corporate,raw,5.5,5,15.3,84.6,0.39,spring,High,5,0,4,1,1
2.38,Fresh Produce,30.5,2.5,event,packaged,21.1,10,11.5,59.8,0.73,summer,High,5,1,2,2,1
29.8,Fresh Produce,25.6,2.0,corporate,cooked,4.4,1,4.6,72.4,0.79,spring,Moderate,5,0,0,1,3
55.68,Fresh Produce,16.2,5.5,household,raw,2.4,19,21.0,79.4,0.87,winter,Low,5,2,4,3,2
60.58,Fresh Produce,22.1,5.7,supermarket,processed,29.1,4,10.6,72.9,0.41,spring,Low,5,4,3,1,2
40.1,Fresh Produce,46.1,2.5,event,processed,4.7,11,13.1,49.3,0.43,spring,Low,5,1,3,1,2
5.83,Fresh Produce,14.4,7.4,supermarket,processed,16.1,4,17.2,59.1,0.44,summer,High,5,4,3,2,1
20.77,Fresh Produce,26.5,2.0,corporate,frozen,28.0,3,7.0,87.5,0.85,winter,High,5,0,1,3,1
8.15,Fresh Produce,41.0,7.3,supermarket,frozen,20.9,15,14.5,81.5,0.88,spring,High,5,4,1,1,1
34.47,Fresh Produce,33.6,3.8,supermarket,raw,27.2,5,5.0,88.0,0.9,winter,Moderate,5,4,4,3,3
12.49,Fresh Produce,32.2,7.6,event,processed,9.7,15,18.3,80.0,0.34,spring,High,5,1,3,1,1
8.72,Fresh Produce,43.2,6.8,restaurant,processed,10.6,18,12.8,71.3,0.89,monsoon,High,5,3,3,0,1
13.15,Fresh Produce,4.4,4.3,household,cooked,5.2,2,9.0,72.4,0.4,summer,High,5,2,0,2,1
17.69,Fresh Produce,7.6,4.9,supermarket,frozen,28.5,17,8.3,40.4,0.71,monsoon,High,5,4,1,0,1
3.29,Fresh Produce,27.4,6.1,household,cooked,5.1,3,9.6,32.1,0.87,spring,High,5,2,0,1,1
21.21,Fresh Produce,7.8,5.0,supermarket,processed,15.6,8,2.9,71.5,0.95,monsoon,High,5,4,3,0,1
32.53,Fresh Produce,28.8,7.9,supermarket,raw,15.5,11,15.6,87.8,0.81,summer,Moderate,5,4,4,2,3
9.81,Fresh Produce,33.8,3.0,supermarket,frozen,19.0,14,5.4,32.4,0.92,summer,High,5,4,1,2,1
21.97,Fresh Produce,14.8,7.3,household,processed,19.7,2,22.6,79.9,0.86,summer,High,5,2,3,2,1
35.4,Fresh Produce,29.7,3.1,corporate,packaged,18.9,15,5.3,32.8,0.72,summer,Moderate,5,0,2,2,3
34.76,Fresh Produce,13.2,4.5,event,frozen,29.0,3,21.8,50.6,0.86,summer,Moderate,5,1,1,2,3
25.49,Fresh Produce,41.1,3.9,event,raw,12.8,2,6.2,61.3,0.38,winter,Moderate,5,1,4,3,3
24.52,Fresh Produce,12.0,4.3,household,cooked,12.6,2,11.5,66.8,0.46,winter,Moderate,5,2,0,3,3
29.73,Fresh Produce,38.2,3.8,supermarket,raw,10.5,9,4.3,72.0,0.83,spring,Moderate,5,4,4,1,3
34.05,Fresh Produce,37.0,7.8,supermarket,cooked,15.6,4,19.9,37.7,0.74,monsoon,Moderate,5,4,0,0,3
22.88,Fresh Produce,45.0,4.6,restaurant,packaged,27.1,16,21.6,71.0,0.69,summer,High,5,3,2,2,1
44.88,Fresh Produce,17.1,3.6,supermarket,cooked,6.9,13,3.1,50.0,0.97,summer,Low,5,4,0,2,2
20.43,Fresh Produce,35.2,4.9,restaurant,frozen,10.7,2,11.0,72.8,0.97,summer,High,5,3,1,2,1
41.83,Fresh Produce,47.6,4.0,restaurant,cooked,20.8,9,16.3,84.6,0.46,monsoon,Low,5,3,0,0,2
16.47,Fresh Produce,21.1,7.0,restaurant,processed,12.2,15,14.4,89.5,0.82,monsoon,High,5,3,3,0,1
8.75,Fresh Produce,4.1,5.9,household,frozen,12.8,4,3.0,47.6,0.42,winter,High,5,2,1,3,1
48.0,Fresh Produce,6.7,7.1,supermarket,cooked,5.7,17,22.2,35.5,0.81,monsoon,Low,5,4,0,0,2
28.15,Fresh Produce,14.5,7.9,event,raw,29.5,17,11.3,60.5,0.85,spring,Moderate,5,1,4,1,3
12.85,Fresh Produce,38.1,6.1,corporate,packaged,8.4,10,20.3,55.3,0.66,summer,High,5,0,2,2,1
21.48,Fresh Produce,2.5,2.9,restaurant,processed,8.9,12,1.7,40.9,0.54,summer,High,5,3,3,2,1
15.95,Fresh Produce,34.8,4.9,restaurant,packaged,11.9,11,11.5,62.5,0.6,spring,High,5,3,2,1,1
9.26,Fresh Produce,40.1,2.9,corporate,frozen,19.2,1,15.5,78.5,0.58,winter,High,5,0,1,3,1
24.15,Fresh Produce,38.3,6.8,corporate,raw,20.1,16,14.2,74.4,0.46,monsoon,Moderate,5,0,4,0,3
37.79,Fresh Produce,23.1,7.4,restaurant,processed,20.1,11,4.1,80.7,0.68,spring,Low,5,3,3,1,2
1.53,Fresh Produce,10.1,3.6,event,raw,17.1,12,19.7,46.7,0.69,winter,Critical,5,1,4,3,0
14.92,Fresh Produce,49.6,2.7,event,frozen,24.1,15,19.4,38.7,0.98,summer,High,5,1,1,2,1
46.14,Fresh Produce,24.1,2.4,event,packaged,16.8,7,4.1,80.7,0.72,summer,Low,5,1,2,2,2
41.3,Fresh Produce,14.4,7.7,restaurant,cooked,1.6,3,16.2,40.1,0.67,winter,Low,5,3,0,3,2
6.09,Fresh Produce,31.6,6.5,corporate,cooked,23.3,13,11.2,37.5,0.73,monsoon,High,5,0,0,0,1
39.84,Fresh Produce,23.8,6.7,restaurant,cooked,16.2,11,16.1,41.8,0.35,spring,Low,5,3,0,1,2
47.55,Fresh Produce,18.5,5.8,corporate,processed,17.0,4,20.6,55.4,0.34,winter,Low,5,0,3,3,2
14.79,Fresh Produce,7.7,5.0,corporate,packaged,6.5,13,18.8,67.3,0.91,winter,High,5,0,2,3,1
22.24,Fresh Produce,23.8,7.9,event,raw,14.8,3,5.0,44.0,0.52,summer,High,5,1,4,2,1
31.13,Fresh Produce,24.6,6.8,household,processed,4.7,9,3.4,34.0,0.47,spring,Moderate,5,2,3,1,3
1.66,Fresh Produce,13.8,2.2,supermarket,cooked,6.8,5,22.4,84.0,0.43,spring,Critical,5,4,0,1,0
10.29,Fresh Produce,35.6,3.7,corporate,raw,13.5,14,9.5,82.9,0.53,summer,High,5,0,4,2,1
30.66,Fresh Produce,15.5,5.7,supermarket,frozen,0.8,19,19.9,69.2,0.51,winter,Moderate,5,4,1,3,3
34.56,Fresh Produce,26.6,5.8,supermarket,frozen,24.4,10,16.2,75.9,0.33,winter,Moderate,5,4,1,3,3
4.16,Fresh Produce,39.6,7.2,event,processed,10.3,17,20.0,48.5,0.76,winter,High,5,1,3,3,1
17.82,Fresh Produce,42.4,6.4,event,frozen,7.3,1,0.5,85.3,0.34,winter,High,5,1,1,3,1
34.96,Fresh Produce,15.8,5.1,supermarket,frozen,12.4,13,22.3,86.8,0.6,monsoon,Moderate,5,4,1,0,3
6.5,Fresh Produce,49.0,3.2,household,processed,7.8,12,1.5,32.0,0.65,monsoon,High,5,2,3,0,1
13.56,Fresh Produce,29.7,2.1,corporate,packaged,19.2,7,6.1,62.3,0.39,summer,High,5,0,2,2,1
46.98,Fresh Produce,21.0,7.0,household,packaged,0.7,13,18.7,84.1,0.88,spring,Low,5,2,2,1,2
34.57,Fresh Produce,43.0,4.7,household,raw,12.0,16,23.8,84.1,0.67,monsoon,Moderate,5,2,4,0,3
13.74,Fresh Produce,24.9,2.8,supermarket,raw,21.3,18,19.0,47.9,0.58,summer,High,5,4,4,2,1
41.88,Fresh Produce,19.4,5.8,restaurant,packaged,29.7,6,8.3,48.1,0.78,monsoon,Low,5,3,2,0,2
23.38,Fresh Produce,12.1,4.8,restaurant,frozen,1.0,11,7.4,47.0,0.49,monsoon,High,5,3,1,0,1
33.29,Fresh Produce,23.4,6.9,restaurant,cooked,15.4,13,9.3,49.1,0.67,summer,Moderate,5,3,0,2,3
17.94,Fresh Produce,49.5,2.9,event,raw,19.0,3,20.8,66.6,0.41,spring,High,5,1,4,1,1
33.16,Fresh Produce,32.6,3.8,corporate,raw,22.6,10,8.4,50.8,0.43,winter,Moderate,5,0,4,3,3
7.06,Fresh Produce,5.5,3.9,household,processed,29.5,7,12.8,55.4,0.5,summer,High,5,2,3,2,1
32.21,Fresh Produce,25.9,5.1,corporate,processed,2.9,11,19.9,82.4,0.72,monsoon,Moderate,5,0,3,0,3
3.58,Fresh Produce,2.9,6.8,event,raw,18.8,1,0.5,31.0,0.4,winter,High,5,1,4,3,1
33.02,Fresh Produce,14.0,3.6,corporate,packaged,27.9,5,23.7,35.5,0.96,spring,Moderate,5,0,2,1,3
16.21,Fresh Produce,35.7,4.9,household,packaged,10.0,9,22.5,45.9,0.75,winter,High,5,2,2,3,1
21.18,Fresh Produce,35.4,4.9,event,packaged,18.6,8,23.5,65.9,0.89,monsoon,High,5,1,2,0,1
20.7,Fresh Produce,2.6,2.4,supermarket,packaged,6.1,17,3.2,81.6,0.83,winter,High,5,4,2,3,1
32.32,Fresh Produce,13.6,4.7,corporate,frozen,24.8,15,6.8,47.3,0.44,winter,Moderate,5,0,1,3,3
42.71,Fresh Produce,8.3,7.4,supermarket,raw,27.6,6,11.3,34.7,0.89,monsoon,Low,5,4,4,0,2
21.7,Fresh Produce,19.2,4.2,corporate,cooked,16.1,14,19.8,57.7,0.66,monsoon,High,5,0,0,0,1
46.31,Fresh Produce,43.3,3.5,event,processed,18.5,8,7.7,37.4,0.34,winter,Low,5,1,3,3,2
40.05,Fresh Produce,5.9,3.5,household,cooked,14.3,10,17.2,60.3,0.96,spring,Low,5,2,0,1,2
5.99,Fresh Produce,43.4,2.1,household,frozen,25.5,1,12.5,58.1,0.6,spring,High,5,2,1,1,1
28.54,Fresh Produce,36.6,3.3,corporate,frozen,17.4,6,8.6,48.7,0.55,monsoon,Moderate,5,0,1,0,3
46.82,Fresh Produce,24.6,7.0,supermarket,processed,22.4,19,4.4,64.7,0.56,summer,Low,5,4,3,2,2
3.57,Fresh Produce,47.0,2.8,event,processed,22.8,18,7.8,49.5,0.71,winter,High,5,1,3,3,1
30.42,Fresh Produce,7.7,5.6,restaurant,frozen,15.3,12,1.6,47.2,0.63,summer,Moderate,5,3,1,2,3
39.62,Fresh Produce,41.3,7.7,household,frozen,5.3,12,15.9,85.0,0.32,winter,Low,5,2,1,3,2
6.41,Fresh Produce,25.2,4.3,restaurant,processed,14.9,16,1.8,78.2,0.62,monsoon,High,5,3,3,0,1
39.54,Fresh Produce,6.7,5.4,restaurant,raw,25.6,6,11.3,71.1,0.61,winter,Low,5,3,4,3,2
10.89,Fresh Produce,4.8,6.7,corporate,packaged,1.8,15,3.4,41.8,0.65,summer,High,5,0,2,2,1
28.78,Fresh Produce,4.6,3.7,event,frozen,17.9,17,13.9,71.3,0.97,summer,Moderate,5,1,1,2,3
19.45,Fresh Produce,23.7,7.9,corporate,raw,15.8,1,14.8,69.2,0.4,monsoon,High,5,0,4,0,1
22.83,Fresh Produce,4.8,6.7,restaurant,packaged,24.7,13,18.1,68.2,0.67,winter,High,5,3,2,3,1
14.81,Fresh Produce,26.7,4.1,event,raw,10.4,12,9.9,61.2,0.36,spring,High,5,1,4,1,1
0.64,Fresh Produce,35.8,5.7,household,packaged,10.8,9,16.4,84.1,0.89,spring,Critical,5,2,2,1,0
18.75,Fresh Produce,36.4,5.0,household,packaged,28.0,13,20.9,86.5,0.82,spring,High,5,2,2,1,1
12.65,Fresh Produce,5.0,2.6,corporate,frozen,7.6,7,8.6,81.2,0.56,winter,High,5,0,1,3,1
7.32,Fresh Produce,48.4,7.2,event,raw,13.1,15,11.5,73.9,0.48,monsoon,High,5,1,4,0,1
17.11,Fresh Produce,40.1,6.7,event,packaged,9.1,18,18.5,36.2,0.79,spring,High,5,1,2,1,1
21.19,Fresh Produce,21.7,5.4,household,raw,4.0,3,14.2,55.5,0.72,spring,High,5,2,4,1,1
4.6,Fresh Produce,5.0,5.7,event,raw,21.2,19,10.0,53.1,0.61,spring,High,5,1,4,1,1
12.99,Fresh Produce,37.0,7.4,household,frozen,12.2,16,18.3,30.5,0.76,monsoon,High,5,2,1,0,1
20.73,Fresh Produce,9.4,4.6,event,processed,7.1,17,13.0,80.4,0.31,monsoon,High,5,1,3,0,1
13.14,Fresh Produce,49.4,2.9,corporate,cooked,8.7,17,3.7,75.3,0.57,winter,High,5,0,0,3,1
2.49,Fresh Produce,20.0,4.8,event,processed,16.6,13,2.4,40.6,0.36,summer,High,5,1,3,2,1
5.02,Fresh Produce,39.7,7.9,household,packaged,12.2,19,10.6,81.1,0.78,spring,High,5,2,2,1,1
11.29,Fresh Produce,34.3,3.6,supermarket,cooked,19.1,5,2.1,31.8,0.71,spring,High,5,4,0,1,1
16.97,Fresh Produce,2.3,6.5,corporate,cooked,1.5,6,12.5,57.1,0.45,winter,High,5,0,0,3,1
13.97,Fresh Produce,21.1,4.1,supermarket,processed,4.1,4,1.7,62.3,0.62,monsoon,High,5,4,3,0,1
12.81,Fresh Produce,24.7,5.3,event,cooked,6.6,1,2.7,73.3,0.87,winter,High,5,1,0,3,1
1.52,Fresh Produce,20.4,3.1,corporate,raw,27.3,7,11.1,54.9,0.44,summer,Critical,5,0,4,2,0
9.52,Fresh Produce,19.1,6.5,event,processed,12.0,8,1.1,64.4,0.97,spring,High,5,1,3,1,1
18.21,Fresh Produce,42.8,3.3,supermarket,raw,3.7,7,11.5,66.4,0.94,monsoon,High,5,4,4,0,1
5.73,Fresh Produce,27.0,3.6,household,packaged,22.3,15,23.8,67.0,0.4,monsoon,High,5,2,2,0,1
17.22,Fresh Produce,29.6,6.2,corporate,raw,24.8,14,2.7,52.2,0.69,spring,High,5,0,4,1,1
20.65,Fresh Produce,27.9,7.1,corporate,packaged,11.8,3,13.4,74.2,0.67,winter,High,5,0,2,3,1
11.21,Fresh Produce,4.9,7.8,supermarket,cooked,8.7,17,22.8,59.4,0.88,winter,High,5,4,0,3,1
21.37,Fresh Produce,16.2,7.3,supermarket,processed,15.0,4,9.1,64.0,0.98,winter,High,5,4,3,3,1
8.11,Fresh Produce,16.6,6.3,event,raw,18.0,7,13.3,67.1,0.48,summer,High,5,1,4,2,1
19.7,Fresh Produce,14.0,5.9,household,packaged,18.2,18,22.0,73.0,0.57,winter,High,5,2,2,3,1
12.88,Fresh Produce,39.4,3.9,household,raw,20.0,17,6.2,57.8,0.94,winter,High,5,2,4,3,1
3.48,Fresh Produce,7.9,4.7,supermarket,packaged,13.4,13,16.1,57.8,0.91,summer,High,5,4,2,2,1
11.05,Fresh Produce,34.0,7.0,corporate,processed,27.4,3,23.5,45.9,0.76,winter,High,5,0,3,3,1
15.93,Fresh Produce,28.2,2.4,supermarket,frozen,17.3,17,14.4,70.1,0.39,summer,High,5,4,1,2,1
3.34,Fresh Produce,27.8,6.5,event,cooked,17.5,13,14.9,89.3,0.51,summer,High,5,1,0,2,1
16.2,Fresh Produce,3.4,6.0,household,processed,24.0,12,15.5,85.2,0.78,monsoon,High,5,2,3,0,1
17.25,Fresh Produce,28.3,6.6,supermarket,packaged,24.8,11,3.5,82.0,0.64,spring,High,5,4,2,1,1
7.05,Fresh Produce,1.8,7.7,supermarket,raw,17.0,15,4.6,64.3,0.38,winter,High,5,4,4,3,1
13.01,Fresh Produce,15.1,2.3,supermarket,raw,20.1,16,15.9,42.1,0.8,monsoon,High,5,4,4,0,1
22.11,Fresh Produce,12.4,4.6,corporate,packaged,5.2,17,9.6,83.8,0.95,summer,High,5,0,2,2,1
17.79,Fresh Produce,18.8,5.0,event,cooked,1.9,17,23.1,55.6,0.75,spring,High,5,1,0,1,1
10.6,Fresh Produce,38.1,4.6,household,packaged,28.4,16,12.8,44.1,0.37,summer,High,5,2,2,2,1
13.83,Fresh Produce,42.9,2.4,corporate,raw,18.3,3,17.2,78.9,0.87,winter,High,5,0,4,3,1
14.44,Fresh Produce,17.5,4.4,restaurant,cooked,14.9,12,10.9,50.2,0.42,summer,High,5,3,0,2,1
8.09,Fresh Produce,26.6,3.2,supermarket,processed,15.4,8,5.9,59.3,0.77,monsoon,High,5,4,3,0,1
22.32,Fresh Produce,49.4,2.4,supermarket,frozen,6.5,1,14.0,47.4,0.89,summer,High,5,4,1,2,1
10.9,Fresh Produce,14.7,3.8,restaurant,cooked,3.2,15,22.0,65.2,0.95,spring,High,5,3,0,1,1
22.35,Fresh Produce,33.1,3.9,corporate,cooked,14.0,16,18.2,78.8,0.7,winter,High,5,0,0,3,1
10.14,Fresh Produce,42.0,6.2,event,packaged,2.2,17,1.0,85.6,0.85,summer,High,5,1,2,2,1
22.85,Fresh Produce,11.5,3.4,corporate,frozen,20.9,3,13.6,35.5,0.98,winter,High,5,0,1,3,1
21.75,Fresh Produce,13.3,7.3,household,processed,8.7,17,16.0,74.8,0.81,summer,High,5,2,3,2,1
3.97,Fresh Produce,33.5,5.3,household,raw,19.1,7,15.6,71.1,0.47,winter,High,5,2,4,3,1
19.72,Fresh Produce,20.7,7.4,household,cooked,14.2,14,4.7,83.2,0.74,spring,High,5,2,0,1,1
3.35,Fresh Produce,37.4,4.4,restaurant,raw,13.1,8,7.7,40.1,0.6,monsoon,High,5,3,4,0,1
22.02,Fresh Produce,2.2,2.8,restaurant,raw,24.8,2,0.9,72.0,0.32,monsoon,High,5,3,4,0,1
14.03,Fresh Produce,43.5,6.7,restaurant,packaged,9.5,1,1.5,76.5,0.74,winter,High,5,3,2,3,1
